,precision,recall
0,0.9555555555555556,0.04228121927236971
1,0.9555555555555556,0.04228121927236971
2,0.9555555555555556,0.04228121927236971
3,0.9555555555555556,0.04228121927236971
4,0.9555555555555556,0.04228121927236971
5,0.9555555555555556,0.04228121927236971
6,0.9555555555555556,0.04228121927236971
7,0.9555555555555556,0.04228121927236971
8,0.9555555555555556,0.04228121927236971
9,0.9555555555555556,0.04228121927236971
10,0.9555555555555556,0.04228121927236971
11,0.9555555555555556,0.04228121927236971
12,0.9555555555555556,0.04228121927236971
13,0.9555555555555556,0.04228121927236971
14,0.9555555555555556,0.04228121927236971
15,0.9555555555555556,0.04228121927236971
16,0.9555555555555556,0.04228121927236971
17,0.9555555555555556,0.04228121927236971
18,0.9555555555555556,0.04228121927236971
19,0.9555555555555556,0.04228121927236971
20,0.9555555555555556,0.04228121927236971
21,0.9555555555555556,0.04228121927236971
22,0.9555555555555556,0.04228121927236971
23,0.9555555555555556,0.04228121927236971
24,0.9555555555555556,0.04228121927236971
25,0.9555555555555556,0.04228121927236971
26,0.9555555555555556,0.04228121927236971
27,0.9555555555555556,0.04228121927236971
28,0.9555555555555556,0.04228121927236971
29,0.9555555555555556,0.04228121927236971
30,0.9555555555555556,0.04228121927236971
31,0.9555555555555556,0.04228121927236971
32,0.9555555555555556,0.04228121927236971
33,0.9555555555555556,0.04228121927236971
34,0.9555555555555556,0.04228121927236971
35,0.9555555555555556,0.04228121927236971
36,0.9555555555555556,0.04228121927236971
37,0.9555555555555556,0.04228121927236971
38,0.9555555555555556,0.04228121927236971
39,0.9555555555555556,0.04228121927236971
40,0.9555555555555556,0.04228121927236971
41,0.9555555555555556,0.04228121927236971
42,0.9555555555555556,0.04228121927236971
43,0.9555555555555556,0.04228121927236971
44,0.9555555555555556,0.04228121927236971
45,0.9555555555555556,0.04228121927236971
46,0.9555555555555556,0.04228121927236971
47,0.9555555555555556,0.04228121927236971
48,0.9555555555555556,0.04228121927236971
49,0.9555555555555556,0.04228121927236971
50,0.9555555555555556,0.04228121927236971
51,0.9555555555555556,0.04228121927236971
52,0.9555555555555556,0.04228121927236971
53,0.9555555555555556,0.04228121927236971
54,0.9555555555555556,0.04228121927236971
55,0.9555555555555556,0.04228121927236971
56,0.9555555555555556,0.04228121927236971
57,0.9555555555555556,0.04228121927236971
58,0.9555555555555556,0.04228121927236971
59,0.9555555555555556,0.04228121927236971
60,0.9555555555555556,0.04228121927236971
61,0.9555555555555556,0.04228121927236971
62,0.9555555555555556,0.04228121927236971
63,0.9555555555555556,0.04228121927236971
64,0.9555555555555556,0.04228121927236971
65,0.9555555555555556,0.04228121927236971
66,0.9555555555555556,0.04228121927236971
67,0.9555555555555556,0.04228121927236971
68,0.9555555555555556,0.04228121927236971
69,0.9555555555555556,0.04228121927236971
70,0.9555555555555556,0.04228121927236971
71,0.9555555555555556,0.04228121927236971
72,0.9555555555555556,0.04228121927236971
73,0.9555555555555556,0.04228121927236971
74,0.9555555555555556,0.04228121927236971
75,0.9555555555555556,0.04228121927236971
76,0.9555555555555556,0.04228121927236971
77,0.9555555555555556,0.04228121927236971
78,0.9555555555555556,0.04228121927236971
79,0.9555555555555556,0.04228121927236971
80,0.9555555555555556,0.04228121927236971
81,0.9555555555555556,0.04228121927236971
82,0.9555555555555556,0.04228121927236971
83,0.9555555555555556,0.04228121927236971
84,0.9555555555555556,0.04228121927236971
85,0.9555555555555556,0.04228121927236971
86,0.9555555555555556,0.04228121927236971
87,0.9555555555555556,0.04228121927236971
88,0.9555555555555556,0.04228121927236971
89,0.9555555555555556,0.04228121927236971
90,0.9555555555555556,0.04228121927236971
91,0.9555555555555556,0.04228121927236971
92,0.9555555555555556,0.04228121927236971
93,0.9555555555555556,0.04228121927236971
94,0.9555555555555556,0.04228121927236971
95,0.9555555555555556,0.04228121927236971
96,0.9555555555555556,0.04228121927236971
97,0.9555555555555556,0.04228121927236971
98,0.9555555555555556,0.04228121927236971
99,1.0,0.0
