,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.0,0.0009832841691248771
2,0.0,0.010816125860373648
3,0.0,0.012782694198623401
4,0.0,0.08751229105211406
5,0.00032425421530479895,0.08751229105211406
6,0.00032425421530479895,0.10816125860373647
7,0.0006485084306095979,0.10816125860373647
8,0.0006485084306095979,0.16224188790560473
9,0.0009727626459143969,0.16224188790560473
10,0.0009727626459143969,0.17994100294985252
11,0.0012970168612191958,0.17994100294985252
12,0.0012970168612191958,0.18190757128810225
13,0.001621271076523995,0.18190757128810225
14,0.001621271076523995,0.1927236971484759
15,0.0019455252918287938,0.1927236971484759
16,0.0019455252918287938,0.19567354965585054
17,0.002269779507133593,0.19567354965585054
18,0.002269779507133593,0.20058997050147492
19,0.0025940337224383916,0.20058997050147492
20,0.0025940337224383916,0.22123893805309736
21,0.0029182879377431907,0.22123893805309736
22,0.0029182879377431907,0.2448377581120944
23,0.00324254215304799,0.2448377581120944
24,0.00324254215304799,0.2487708947885939
25,0.0035667963683527885,0.2487708947885939
26,0.0035667963683527885,0.26548672566371684
27,0.0038910505836575876,0.26548672566371684
28,0.0038910505836575876,0.2713864306784661
29,0.004215304798962386,0.2713864306784661
30,0.004215304798962386,0.2753195673549656
31,0.004539559014267186,0.2753195673549656
32,0.004539559014267186,0.2871189773844641
33,0.0048638132295719845,0.2871189773844641
34,0.0048638132295719845,0.29006882989183874
35,0.005188067444876783,0.29006882989183874
36,0.005188067444876783,0.3008849557522124
37,0.005512321660181583,0.3008849557522124
38,0.005512321660181583,0.32055063913470994
39,0.00616083009079118,0.32055063913470994
40,0.00616083009079118,0.3343166175024582
41,0.00648508430609598,0.3343166175024582
42,0.00648508430609598,0.34611602753195675
43,0.006809338521400778,0.34611602753195675
44,0.006809338521400778,0.3667649950835792
45,0.007133592736705577,0.3667649950835792
46,0.007133592736705577,0.3746312684365782
47,0.0074578469520103765,0.3746312684365782
48,0.0074578469520103765,0.37659783677482794
49,0.007782101167315175,0.37659783677482794
50,0.007782101167315175,0.37954768928220256
51,0.008106355382619975,0.37954768928220256
52,0.008106355382619975,0.40216322517207476
53,0.008430609597924773,0.40216322517207476
54,0.008430609597924773,0.40904621435594885
55,0.008754863813229572,0.40904621435594885
56,0.008754863813229572,0.4119960668633235
57,0.009079118028534372,0.4119960668633235
58,0.009079118028534372,0.41297935103244837
59,0.00940337224383917,0.41297935103244837
60,0.00940337224383917,0.4169124877089479
61,0.009727626459143969,0.4169124877089479
62,0.009727626459143969,0.4218289085545723
63,0.010051880674448769,0.4218289085545723
64,0.010051880674448769,0.42379547689282204
65,0.010376134889753566,0.42379547689282204
66,0.010376134889753566,0.43756145526057033
67,0.010700389105058366,0.43756145526057033
68,0.010700389105058366,0.4385447394296952
69,0.011024643320363165,0.4385447394296952
70,0.011024643320363165,0.4532940019665683
71,0.011348897535667963,0.4532940019665683
72,0.011348897535667963,0.4729596853490659
73,0.011673151750972763,0.4729596853490659
74,0.011673151750972763,0.48279252704031467
75,0.011997405966277562,0.48279252704031467
76,0.011997405966277562,0.48770894788593905
77,0.01232166018158236,0.48770894788593905
78,0.01232166018158236,0.4886922320550639
79,0.01264591439688716,0.4886922320550639
80,0.01264591439688716,0.49262536873156343
81,0.01297016861219196,0.49262536873156343
82,0.01297016861219196,0.5024582104228122
83,0.013294422827496757,0.5024582104228122
84,0.013294422827496757,0.5063913470993117
85,0.013618677042801557,0.5063913470993117
86,0.013618677042801557,0.5093411996066863
87,0.013942931258106356,0.5093411996066863
88,0.013942931258106356,0.5103244837758112
89,0.014267185473411154,0.5103244837758112
90,0.014267185473411154,0.5152409046214356
91,0.014591439688715954,0.5152409046214356
92,0.014591439688715954,0.5172074729596854
93,0.014915693904020753,0.5172074729596854
94,0.014915693904020753,0.5250737463126843
95,0.01523994811932555,0.5250737463126843
96,0.01523994811932555,0.5358898721730581
97,0.01556420233463035,0.5358898721730581
98,0.01556420233463035,0.5398230088495575
99,0.015888456549935148,0.5398230088495575
100,0.015888456549935148,0.5585054080629301
101,0.01621271076523995,0.5585054080629301
102,0.01621271076523995,0.5732546705998034
103,0.016536964980544747,0.5732546705998034
104,0.016536964980544747,0.576204523107178
105,0.016861219195849545,0.576204523107178
106,0.016861219195849545,0.5791543756145526
107,0.017185473411154346,0.5791543756145526
108,0.017185473411154346,0.5811209439528023
109,0.017833981841763942,0.5811209439528023
110,0.017833981841763942,0.5850540806293019
111,0.018158236057068743,0.5850540806293019
112,0.018158236057068743,0.5939036381514258
113,0.01848249027237354,0.5939036381514258
114,0.01848249027237354,0.599803343166175
115,0.01880674448767834,0.599803343166175
116,0.01880674448767834,0.6027531956735497
117,0.01913099870298314,0.6027531956735497
118,0.01913099870298314,0.6037364798426745
