,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.0,0.0009832841691248771
2,0.0,0.018682399213372666
3,0.00032425421530479895,0.018682399213372666
4,0.00032425421530479895,0.024582104228121928
5,0.00032425421530479895,0.02654867256637168
6,0.00032425421530479895,0.0344149459193707
7,0.0006485084306095979,0.0344149459193707
8,0.0006485084306095979,0.07472959685349066
9,0.0009727626459143969,0.07472959685349066
10,0.0009727626459143969,0.07571288102261553
11,0.0012970168612191958,0.07571288102261553
12,0.0012970168612191958,0.1071779744346116
13,0.001621271076523995,0.1071779744346116
14,0.001621271076523995,0.13274336283185842
15,0.0019455252918287938,0.13274336283185842
16,0.0019455252918287938,0.1553588987217306
17,0.002269779507133593,0.1553588987217306
18,0.002269779507133593,0.16420845624385447
19,0.0025940337224383916,0.16420845624385447
20,0.0025940337224383916,0.18289085545722714
21,0.0029182879377431907,0.18289085545722714
22,0.0029182879377431907,0.2015732546705998
23,0.00324254215304799,0.2015732546705998
24,0.00324254215304799,0.20943952802359883
25,0.0035667963683527885,0.20943952802359883
26,0.0035667963683527885,0.21140609636184857
27,0.004215304798962386,0.21140609636184857
28,0.004215304798962386,0.2153392330383481
29,0.0048638132295719845,0.2153392330383481
30,0.0048638132295719845,0.22615535889872174
31,0.005188067444876783,0.22615535889872174
32,0.005188067444876783,0.23402163225172073
33,0.005512321660181583,0.23402163225172073
34,0.005512321660181583,0.23500491642084562
35,0.005836575875486381,0.23500491642084562
36,0.005836575875486381,0.24680432645034414
37,0.00616083009079118,0.24680432645034414
38,0.00616083009079118,0.25172074729596855
39,0.00648508430609598,0.25172074729596855
40,0.00648508430609598,0.2664700098328417
41,0.006809338521400778,0.2664700098328417
42,0.006809338521400778,0.28023598820059
43,0.007133592736705577,0.28023598820059
44,0.007133592736705577,0.28121927236971483
45,0.007782101167315175,0.28121927236971483
46,0.007782101167315175,0.2861356932153392
47,0.008106355382619975,0.2861356932153392
48,0.008106355382619975,0.288102261553589
49,0.008430609597924773,0.288102261553589
50,0.008430609597924773,0.29793510324483774
51,0.008754863813229572,0.29793510324483774
52,0.008754863813229572,0.29891838741396265
53,0.009079118028534372,0.29891838741396265
54,0.009079118028534372,0.3058013765978368
55,0.00940337224383917,0.3058013765978368
56,0.00940337224383917,0.3087512291052114
57,0.009727626459143969,0.3087512291052114
58,0.009727626459143969,0.31268436578171094
59,0.010051880674448769,0.31268436578171094
60,0.010051880674448769,0.32350049164208455
61,0.010376134889753566,0.32350049164208455
62,0.010376134889753566,0.32841691248770893
63,0.010700389105058366,0.32841691248770893
64,0.010700389105058366,0.3333333333333333
65,0.011024643320363165,0.3333333333333333
66,0.011024643320363165,0.35103244837758113
67,0.011348897535667963,0.35103244837758113
68,0.011348897535667963,0.352015732546706
69,0.011673151750972763,0.352015732546706
70,0.011673151750972763,0.35693215339233036
71,0.011997405966277562,0.35693215339233036
72,0.011997405966277562,0.3608652900688299
73,0.01232166018158236,0.3608652900688299
74,0.01232166018158236,0.3667649950835792
75,0.01264591439688716,0.3667649950835792
76,0.01264591439688716,0.3687315634218289
77,0.01297016861219196,0.3687315634218289
78,0.01297016861219196,0.3726647000983284
79,0.013618677042801557,0.3726647000983284
80,0.013618677042801557,0.39233038348082594
81,0.013942931258106356,0.39233038348082594
82,0.013942931258106356,0.4060963618485742
83,0.014267185473411154,0.4060963618485742
84,0.014267185473411154,0.41297935103244837
85,0.014915693904020753,0.41297935103244837
86,0.014915693904020753,0.415929203539823
87,0.01523994811932555,0.415929203539823
88,0.01523994811932555,0.41887905604719766
89,0.01556420233463035,0.41887905604719766
90,0.01556420233463035,0.4218289085545723
91,0.015888456549935148,0.4218289085545723
92,0.015888456549935148,0.4287118977384464
93,0.01621271076523995,0.4287118977384464
94,0.01621271076523995,0.4296951819075713
95,0.016536964980544747,0.4296951819075713
96,0.016536964980544747,0.4306784660766962
97,0.016861219195849545,0.4306784660766962
98,0.016861219195849545,0.4336283185840708
99,0.017185473411154346,0.4336283185840708
100,0.017185473411154346,0.44051130776794495
101,0.017509727626459144,0.44051130776794495
102,0.017509727626459144,0.4424778761061947
103,0.017833981841763942,0.4424778761061947
104,0.017833981841763942,0.44542772861356933
105,0.018158236057068743,0.44542772861356933
106,0.018158236057068743,0.4503441494591937
107,0.01913099870298314,0.4503441494591937
108,0.01913099870298314,0.45132743362831856
109,0.019455252918287938,0.45132743362831856
110,0.019455252918287938,0.4582104228121927
111,0.019779507133592736,0.4582104228121927
112,0.019779507133592736,0.4591937069813176
113,0.020103761348897537,0.4591937069813176
114,0.020103761348897537,0.4631268436578171
115,0.020428015564202335,0.4631268436578171
116,0.020428015564202335,0.46804326450344147
117,0.020752269779507133,0.46804326450344147
118,0.020752269779507133,0.4729596853490659
