,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.00032425421530479895,0.018682399213372666
2,0.0019455252918287938,0.04523107177974434
3,0.005512321660181583,0.08849557522123894
4,0.014267185473411154,0.14749262536873156
5,0.03437094682230869,0.2586037364798427
6,0.08754863813229571,0.42084562438544737
7,0.20006485084306097,0.6224188790560472
8,0.4069390402075227,0.8053097345132744
9,0.691958495460441,0.9469026548672567
10,1.0,1.0
